"National
Dex","Pokemon
Name",Type,"Kanto Dex #
(RBYFRLG)","Kanto Dex #
(LGPE)","New Dex #
(GSC)","Johto Dex #
(HGSS)","Hoenn Dex #
(RSE)","Hoenn Dex #
(ORAS)","Sinnoh Dex #
(DPBDSP)","Sinnoh Dex #
(Pt)","Unova Dex #
(BW)","Unova Dex #
(B2W2)","Central Kalos Dex #
(XY)","Coastal Kalos Dex #
(XY)","Mount Kalos Dex #
(XY)","Alola Dex #
(SM)","Melemele Dex #
(SM)","Akala Dex #
(SM)","Ula'ula Dex #
(SM)","Poni Dex #
(SM)","Alola Dex #
(USUM)","Melemele Dex #
(USUM)","Akala Dex #
(USUM)","Ula'ula Dex #
(USUM)","Poni Dex #
(USUM)","Galar Dex #
(SwSh)","Isle of Armor Dex #
(SwSh)","Crown Tund Dex #
(SwSh)","Hisui Dex #
(LA)","Paldea Dex #
(SV)",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Height (ft),Height (m),Weight (lbs),Weight (kg),HP EVs,Attcak EVs,Defense EVs,Special Attack EVs,Special Defense EVs,Speed EVs,"Experience
Value",Catch Rate,"Experience
Growth",Base Friendship,Pokedex Color,Gender Ratio,Egg Cycles,Egg Group I,Egg Group II,"Evolution
Method"
822,Corvisquire,,,,,,,,,,,,,,,,,,,,,,,,,22,,164,,41,68,67,55,43,55,77,365,Flying,,Keen Eye,Unnerve,Big Pecks,2′07″,0.8,35.3,16,,,,,,2,128,120,Med Slow,50,Blue,Neutral,15,Flying,,Lv. 38
823,Corviknight,,,,,,,,,,,,,,,,,,,,,,,,,23,,165,,42,98,87,105,53,85,67,495,Flying,Steel,Pressure,Unnerve,Mirror Armor,7′03″,2.2,165.3,75,,,3,,,,248,45,Med Slow,50,Purple,Neutral,15,Flying,,
824,Blipbug,,,,,,,,,,,,,,,,,,,,,,,,,10,14,,,,25,20,20,25,45,45,180,Bug,,Swarm,Compound Eyes,Telepathy,1′04″,0.4,17.6,8,,,,,1,,36,255,Med Fast,50,Blue,Neutral,15,Bug,,Lv. 10
825,Dottler,,,,,,,,,,,,,,,,,,,,,,,,,11,15,,,,50,35,80,50,90,30,335,Bug,Psychic,Swarm,Compound Eyes,Telepathy,1′04″,0.4,43,19.5,,,,,2,,117,120,Med Fast,50,Yellow,Neutral,15,Bug,,Lv. 30
826,Orbeetle,,,,,,,,,,,,,,,,,,,,,,,,,12,16,,,,60,45,110,80,120,90,505,Bug,Psychic,Swarm,Frisk,Telepathy,1′04″,0.4,89.9,40.8,,,,,3,,253,45,Med Fast,50,Red,Neutral,15,Bug,,
827,Nickit,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,40,28,28,47,52,50,245,Dark,,Run Away,Unburden,Stakeout,2′00″,0.6,19.6,8.9,,,,,1,,49,255,Fast,50,Brown,Neutral,15,Field,,Lv. 18
828,Thievul,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,70,58,58,87,92,90,455,Dark,,Run Away,Unburden,Stakeout,3′11″,1.2,43.9,19.9,,,,,2,,159,127,Fast,50,Brown,Neutral,15,Field,,
829,Gossifleur,,,,,,,,,,,,,,,,,,,,,,,,,126,,166,,,40,40,60,40,60,10,250,Grass,,Cotton Down,Regenerator,Effect Spore,1′04″,0.4,4.9,2.2,,,,,1,,50,190,Med Fast,50,Green,Neutral,20,Grass,,Lv. 20
830,Eldegoss,,,,,,,,,,,,,,,,,,,,,,,,,127,,167,,,60,50,90,80,120,60,460,Grass,,Cotton Down,Regenerator,Effect Spore,1′08″,0.5,5.5,2.5,,,,,2,,161,75,Med Fast,50,Green,Neutral,20,Grass,,
831,Wooloo,,,,,,,,,,,,,,,,,,,,,,,,,34,,3,,,42,40,55,40,45,48,270,Normal,,Fluffy ,Run Away,Bulletproof,2′00″,0.6,13.2,6,,,1,,,,122,255,Med Fast,50,White,Neutral,15,Field,,Lv. 24
832,Dubwool,,,,,,,,,,,,,,,,,,,,,,,,,35,,4,,,72,80,100,60,90,88,490,Normal,,Fluffy ,Steadfast,Bulletproof,4′03″,1.3,94.8,43,,,2,,,,172,127,Med Fast,50,White,Neutral,15,Field,,
833,Chewtle,,,,,,,,,,,,,,,,,,,,,,,,,42,56,,,57,50,64,50,38,38,44,284,Water,,Strong Jaw,Shell Armor,Swift Swim,1′00″,0.3,18.7,8.5,,1,,,,,57,255,Med Fast,50,Green,Neutral,20,Monster,Water 1,Lv. 22
834,Drednaw,,,,,,,,,,,,,,,,,,,,,,,,,43,57,,,58,90,115,90,48,68,74,485,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,3′03″,1,254.6,115.5,,2,,,,,170,75,Med Fast,50,Green,Neutral,20,Monster,Water 1,
835,Yamper,,,,,,,,,,,,,,,,,,,,,,,,,46,,155,,,59,45,50,40,50,26,270,Electric,,Ball Fetch,,Rattled,1′00″,0.3,29.8,13.5,1,,,,,,54,255,Fast,50,Yellow,Neutral,20,Field,,Lv. 25
836,Boltund,,,,,,,,,,,,,,,,,,,,,,,,,47,,156,,,69,90,60,90,60,121,490,Electric,,Strong Jaw,,Competitive,3′03″,1,75,34,,,,,,2,172,45,Fast,50,Yellow,Neutral,20,Field,,
837,Rolycoly,,,,,,,,,,,,,,,,,,,,,,,,,161,,176,,91,30,40,50,40,50,30,240,Rock,,Steam Engine,Heatproof,Flash Fire,1′00″,0.3,26.5,12,,,1,,,,48,255,Med Slow,50,Black,Neutral,15,Mineral,,Lv. 18
838,Carkol,,,,,,,,,,,,,,,,,,,,,,,,,162,,177,,92,80,60,90,60,70,50,410,Rock,Fire,Steam Engine,Flame Body,Flash Fire,3′07″,1.1,172,78,,,2,,,,144,120,Med Slow,50,Black,Neutral,15,Mineral,,Lv. 34
839,Coalossal,,,,,,,,,,,,,,,,,,,,,,,,,163,,178,,93,110,80,120,80,90,30,510,Rock,Fire,Steam Engine,Flame Body,Flash Fire,9′02″,2.8,684.5,310.5,,,3,,,,255,45,Med Slow,50,Black,Neutral,15,Mineral,,
840,Applin,,,,,,,,,,,,,,,,,,,,,,,,,205,19,,,108,40,40,80,40,40,20,260,Grass,Dragon,Ripen,Gluttony,Bulletproof,0′08″,0.2,1.1,0.5,,,1,,,,52,255,Erratic,50,Green,Neutral,20,Grass,Dragon,Tart Apple
841,Flapple,,,,,,,,,,,,,,,,,,,,,,,,,206,20,,,109,70,110,80,95,60,70,485,Grass,Dragon,Ripen,Gluttony,Hustle,1′00″,0.3,2.2,1,,2,,,,,170,45,Erratic,50,Green,Neutral,20,Grass,Dragon,Sweet Apple
842,Appletun,,,,,,,,,,,,,,,,,,,,,,,,,207,21,,,110,110,85,80,100,80,30,485,Grass,Dragon,Ripen,Gluttony,Thick Fat,1′04″,0.4,28.7,13,2,,,,,,170,45,Erratic,50,Green,Neutral,20,Grass,Dragon,
843,Silicobra,,,,,,,,,,,,,,,,,,,,,,,,,312,174,,,270,52,57,75,35,50,46,315,Ground,,Sand Spit,Shed Skin,Sand Veil,7′03″,2.2,16.8,7.6,,,1,,,,63,255,Med Fast,50,Green,Neutral,20,Field,Dragon,Lv. 36
844,Sandaconda,,,,,,,,,,,,,,,,,,,,,,,,,313,175,,,271,72,107,125,65,70,71,510,Ground,,Sand Spit,Shed Skin,Sand Veil,12′06″,3.8,144.4,65.5,,,2,,,,179,120,Med Fast,50,Green,Neutral,20,Field,Dragon,
845,Cramorant,,,,,,,,,,,,,,,,,,,,,,,,,309,93,,,,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,,,2′07″,0.8,39.7,18,,,,,2,,166,45,Med Fast,50,Blue,Neutral,20,Water 1,Flying,
846,Arrokuda,,,,,,,,,,,,,,,,,,,,,,,,,180,96,,,136,41,63,40,40,30,66,280,Water,,Swift Swim,,Propeller Tail,1′08″,0.5,2.2,1,,,,,,1,56,255,Slow,50,Brown,Neutral,20,Water 2,,Lv. 26
847,Barraskewda,,,,,,,,,,,,,,,,,,,,,,,,,181,97,,,137,61,123,60,60,50,136,490,Water,,Swift Swim,,Propeller Tail,4′03″,1.3,66.1,30,,,,,,2,172,60,Slow,50,Brown,Neutral,20,Water 2,,
848,Toxel,Baby,,,,,,,,,,,,,,,,,,,,,,,,310,,,,198,40,38,35,54,35,40,242,Electric,Poison,Rattled,Static,Klutz,1′04″,0.4,24.3,11,,,,1,,,48,75,Med Slow,50,Purple,Neutral,25,Undiscovered,,Lv. 30
849,Toxtricity (Amped),,,,,,,,,,,,,,,,,,,,,,,,,311,,,,199,75,98,70,114,70,75,502,Electric,Poison,Punk Rock,Plus,Technician,5′03″,1.6,88.2,40,,,,2,,,176,45,Med Slow,50,Purple,Neutral,25,Human-Like,,
849.1,Toxtricity (Low Key),,,,,,,,,,,,,,,,,,,,,,,,,311,,,,199,75,98,70,114,70,75,502,Electric,Poison,Punk Rock,Minus,Technician,5′03″,1.6,88.2,40,,,,2,,,176,45,Med Slow,50,Purple,Neutral,25,Human-Like,,
850,Sizzlipede,,,,,,,,,,,,,,,,,,,,,,,,,159,,99,,,50,65,45,50,50,45,305,Fire,Bug,Flash Fire,White Smoke,Flame Body,2′04″,0.7,2.2,1,,1,,,,,61,190,Med Fast,50,Red,Neutral,20,Bug,,Lv. 28
851,Centiskorch,,,,,,,,,,,,,,,,,,,,,,,,,160,,100,,,100,115,65,90,90,65,525,Fire,Bug,Flash Fire,White Smoke,Flame Body,9′10″,3,264.6,120,,2,,,,,184,75,Med Fast,50,Red,Neutral,20,Bug,,
852,Clobbopus,,,,,,,,,,,,,,,,,,,,,,,,,351,129,,,,50,68,60,50,50,32,310,Fighting,,Limber,,Technician,2′00″,0.6,8.8,4,,1,,,,,62,180,Med Slow,50,Brown,Neutral,25,Water 1,Human-Like,Level Up (Knowing Taunt)
853,Grapploct,,,,,,,,,,,,,,,,,,,,,,,,,352,130,,,,80,118,90,70,80,42,480,Fighting,,Limber,,Technician,5′03″,1.6,86,39,,2,,,,,168,45,Med Slow,50,Blue,Neutral,25,Water 1,Human-Like,
854,Sinistea,,,,,,,,,,,,,,,,,,,,,,,,,335,,132,,237,40,45,45,74,54,50,308,Ghost,,Weak Armor,,Cursed Body,0′04″,0.1,0.4,0.2,,,,1,,,62,120,Med Fast,50,Purple,None,20,Mineral,Amorphous,Cracked Pot/Chipped Pot
855,Polteageist,,,,,,,,,,,,,,,,,,,,,,,,,336,,133,,238,60,65,65,134,114,70,508,Ghost,,Weak Armor,,Cursed Body,0′08″,0.2,0.9,0.4,,,,2,,,178,60,Med Fast,50,Purple,None,20,Mineral,Amorphous,
856,Hatenna,,,,,,,,,,,,,,,,,,,,,,,,,241,,40,,282,42,30,45,56,53,39,265,Psychic,,Healer,Anticipation,Magic Bounce,1′04″,0.4,7.5,3.4,,,,1,,,53,235,Slow,50,Pink,F (100%),20,Fairy,,Lv. 32
857,Hattrem,,,,,,,,,,,,,,,,,,,,,,,,,242,,41,,283,57,40,65,86,73,49,370,Psychic,,Healer,Anticipation,Magic Bounce,2′00″,0.6,10.6,4.8,,,,2,,,130,120,Slow,50,Pink,F (100%),20,Fairy,,Lv. 42
858,Hatterene,,,,,,,,,,,,,,,,,,,,,,,,,243,,42,,284,57,90,95,136,103,29,510,Psychic,Fairy,Healer,Anticipation,Magic Bounce,6′11″,2.1,11.2,5.1,,,,3,,,255,45,Slow,50,Pink,F (100%),20,Fairy,,
859,Impidimp,,,,,,,,,,,,,,,,,,,,,,,,,238,,37,,285,45,45,30,55,40,50,265,Dark,Fairy,Prankster,Frisk,Pickpocket,1′04″,0.4,12.1,5.5,,,,1,,,53,255,Med Fast,50,Pink,M (100%),20,Fairy,Human-Like,Lv. 32
860,Morgrem,,,,,,,,,,,,,,,,,,,,,,,,,239,,38,,286,65,60,45,75,55,70,370,Dark,Fairy,Prankster,Frisk,Pickpocket,2′07″,0.8,27.6,12.5,,,,2,,,130,120,Med Fast,50,Pink,M (100%),20,Fairy,Human-Like,Lv. 42
861,Grimmsnarl,,,,,,,,,,,,,,,,,,,,,,,,,240,,39,,287,95,120,65,95,75,60,510,Dark,Fairy,Prankster,Frisk,Pickpocket,4′11″,1.5,134.5,61,,3,,,,,255,45,Med Fast,50,Purple,M (100%),20,Fairy,Human-Like,
862,Obstagoon,,,,,,,,,,,,,,,,,,,,,,,,,33,,73,,,93,90,101,60,81,95,520,Dark,Normal,Reckless,Guts,Defiant,5′03″,1.6,101.4,46,,,3,,,,260,45,Med Fast,50,Gray,Neutral,15,Field,,
863,Perrserker,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,70,110,100,50,60,50,440,Steel,,Battle Armor,Tough Claws,Steely Spirit,2′07″,0.8,61.7,28,,2,,,,,154,90,Med Fast,50,Brown,Neutral,20,Field,,
864,Cursola,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,60,95,50,145,130,30,510,Ghost,,Weak Armor,,Perish Body,3′03″,1,0.9,0.4,,,,2,,,179,30,Fast,50,White,F (75%),20,Water 1,Water 3,
865,Sirfetch'd,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,62,135,95,68,82,65,507,Fighting,,Steadfast,,Scrappy,2′07″,0.8,257.9,117,,2,,,,,177,45,Med Fast,50,White,Neutral,20,Flying,Field,
866,Mr. Rime,,,,,,,,,,,,,,,,,,,,,,,,,366,,12,,,80,85,75,110,100,70,520,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,4′11″,1.5,128.3,58.2,,,,3,,,182,45,Med Fast,50,Purple,Neutral,25,Human-Like,,
867,Runerigus,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,58,95,145,50,105,30,483,Ground,Ghost,Wandering Spirit,,,5′03″,1.6,146.8,66.6,,,2,,,,169,90,Med Fast,50,Gray,Neutral,25,Mineral,Amorphous,
868,Milcery,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,45,40,40,50,61,34,270,Fairy,,Sweet Veil,,Aroma Veil,0′08″,0.2,0.7,0.3,,,,,1,,54,200,Med Fast,50,White,F (100%),20,Fairy,Amorphous,Spin in Overworld (Holding Sweet)
869,Alcremie (VaCr/SaCr),,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,1′00″,0.3,1.1,0.5,,,,,2,,173,100,Med Fast,50,White,F (100%),20,Fairy,Amorphous,
869.1,Alcremie (RuCr),,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,1′00″,0.3,1.1,0.5,,,,,2,,173,100,Med Fast,50,Pink,F (100%),20,Fairy,Amorphous,
869.2,Alcremie (MaCr),,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,1′00″,0.3,1.1,0.5,,,,,2,,173,100,Med Fast,50,Green,F (100%),20,Fairy,Amorphous,
869.3,Alcremie (MiCr),,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,1′00″,0.3,1.1,0.5,,,,,2,,173,100,Med Fast,50,Blue,F (100%),20,Fairy,Amorphous,
869.4,Alcremie (LeCr/RuSw/RaSw),,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,1′00″,0.3,1.1,0.5,,,,,2,,173,100,Med Fast,50,Yellow,F (100%),20,Fairy,Amorphous,
869.7,Alcremie (CaSw),,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,65,60,75,110,121,64,495,Fairy,,Sweet Veil,,Aroma Veil,1′00″,0.3,1.1,0.5,,,,,2,,173,100,Med Fast,50,Brown,F (100%),20,Fairy,Amorphous,
870,Falinks,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,300,65,100,100,70,60,75,470,Fighting,,Battle Armor,,Defiant,9′10″,3,136.7,62,,2,,,1,,165,45,Med Fast,50,Yellow,None,25,Fairy,Mineral,
871,Pincurchin,,,,,,,,,,,,,,,,,,,,,,,,,353,126,158,,321,48,101,95,91,85,15,435,Electric,,Lightningrod,,Electric Surge,1′00″,0.3,2.2,1,,2,,,,,152,75,Med Fast,50,Purple,Neutral,20,Water 1,Amorphous,
872,Snom,,,,,,,,,,,,,,,,,,,,,,,,,349,,1,,350,30,25,35,45,30,20,185,Ice,Bug,Shield Dust,,Ice Scales,1′00″,0.3,8.4,3.8,,,,1,,,37,190,Med Fast,50,White,Neutral,20,Bug,,Friendship (Night)
873,Frosmoth,,,,,,,,,,,,,,,,,,,,,,,,,350,,2,,351,70,65,60,125,90,65,475,Ice,Bug,Shield Dust,,Ice Scales,4′03″,1.3,92.6,42,,,,2,,,166,75,Med Fast,50,White,Neutral,20,Bug,,
874,Stonjourner,,,,,,,,,,,,,,,,,,,,,,,,,369,,89,,319,100,125,135,20,20,70,470,Rock,,Power Spot,,,8′02″,2.5,1146.4,520,,,2,,,,165,60,Slow,50,Gray,Neutral,25,Mineral,,
875,Eiscue (Ice Face),,,,,,,,,,,,,,,,,,,,,,,,,370,,90,,320,75,80,110,65,90,50,470,Ice,,Ice Face,,,4′07″,1.4,196.2,89,,,2,,,,165,60,Slow,50,Blue,Neutral,25,Water 1,Field,
875.1,Eiscue (No Ice Face),,,,,,,,,,,,,,,,,,,,,,,,,370,,90,,320,75,80,70,65,50,130,470,Ice,,Ice Face,,,4′07″,1.4,196.2,89,,,2,,,,165,60,Slow,50,Blue,Neutral,25,Water 1,Field,
876,Indeedee (Male),,,,,,,,,,,,,,,,,,,,,,,,,337,,171,,241,60,65,55,105,95,95,475,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,2′11″,0.9,61.7,28,,,,2,,,166,30,Fast,140,Purple,Neutral,40,Fairy,,
876.1,Indeedee (Female),,,,,,,,,,,,,,,,,,,,,,,,,337,,171,,241,70,55,65,95,105,85,475,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,2′11″,0.9,61.7,28,,,,,2,,166,30,Fast,140,Purple,Neutral,40,Fairy,,
877,Morpeko (Full Belly),,,,,,,,,,,,,,,,,,,,,,,,,344,104,157,,,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,,,1′00″,0.3,6.6,3,,,,,,2,153,180,Med Fast,50,Yellow,Neutral,10,Field,Fairy,
877.1,Morpeko (Hangry),,,,,,,,,,,,,,,,,,,,,,,,,344,104,157,,,58,95,58,70,58,97,436,Electric,Dark,Hunger Switch,,,1′00″,0.3,6.6,3,,,,,,2,153,180,Med Fast,50,Purple,Neutral,10,Field,Fairy,
878,Cufant,,,,,,,,,,,,,,,,,,,,,,,,,302,,108,,124,72,80,49,40,49,40,330,Steel,,Sheer Force,,Heavy Metal,3′11″,1.2,220.5,100,,1,,,,,66,190,Med Fast,50,Yellow,Neutral,25,Field,Mineral,Lv. 34
879,Copperajah,,,,,,,,,,,,,,,,,,,,,,,,,303,,109,,125,122,130,69,80,69,30,500,Steel,,Sheer Force,,Heavy Metal,9′10″,3,1433,650,,2,,,,,175,90,Med Fast,50,Green,Neutral,25,Field,Mineral,
880,Dracozolt,Fossil,,,,,,,,,,,,,,,,,,,,,,,,374,,,,,90,100,90,80,70,75,505,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,5′11″,1.8,418.9,190,,2,,,,,177,45,Slow,50,Green,None,35,Undiscovered,,
881,Arctozolt,Fossil,,,,,,,,,,,,,,,,,,,,,,,,375,,,,,90,100,90,90,80,55,505,Electric,Ice,Volt Absorb,Static,Slush Rush,7′07″,2.3,330.7,150,,2,,,,,177,45,Slow,50,Blue,None,35,Undiscovered,,
882,Dracovish,Fossil,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,90,90,100,70,80,75,505,Water,Dragon,Water Absorb,Strong Jaw ,Sand Rush,7′07″,2.3,474,215,,,2,,,,177,45,Slow,50,Green,None,35,Undiscovered,,
883,Arctovish,Fossil,,,,,,,,,,,,,,,,,,,,,,,,377,,,,,90,90,100,80,90,55,505,Water,Ice,Water Absorb,Ice Body,Slush Rush,6′07″,2,385.8,175,,,2,,,,177,45,Slow,50,Blue,None,35,Undiscovered,,
884,Duraludon,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,,70,95,115,120,50,85,535,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,5′11″,1.8,88.2,40,,,,2,,,187,45,Med Fast,50,White,Neutral,30,Mineral,Dragon,
885,Dreepy,Pseudo Legendary,,,,,,,,,,,,,,,,,,,,,,,,395,,110,,305,28,60,30,40,30,82,270,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,1′08″,0.5,4.4,2,,,,,,1,54,45,Slow,50,Green,Neutral,40,Amorphous,Dragon,Lv. 50
886,Drakloak,Pseudo Legendary,,,,,,,,,,,,,,,,,,,,,,,,396,,111,,306,68,80,50,60,50,102,410,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,4′07″,1.4,24.3,11,,,,,,2,144,45,Slow,50,Green,Neutral,40,Amorphous,Dragon,Lv. 60
887,Dragapult,Pseudo Legendary,,,,,,,,,,,,,,,,,,,,,,,,397,,112,,307,88,120,75,100,75,142,600,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,9′10″,3,110.2,50,,,,,,3,300,45,Slow,50,Green,Neutral,40,Amorphous,Dragon,
888,Zacian (Hero),Legendary,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,92,120,115,80,115,138,660,Fairy,,Intrepid Sword,,,9′02″,2.8,242.5,110,,,,,,3,335,10,Slow,0,Blue,None,120,Undiscovered,,
888.1,Zacian (Crowned),Legendary,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,92,150,115,80,115,148,700,Fairy,Steel,Intrepid Sword,,,9′02″,2.8,782.6,355,,,,,,3,360,10,Slow,0,Blue,None,120,Undiscovered,,
889,Zamazenta (Hero),Legendary,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,92,120,115,80,115,138,660,Fighting,,Dauntless Shield,,,9′06″,2.9,463,210,,,,,,3,335,10,Slow,0,Red,None,120,Undiscovered,,
889.1,Zamazenta (Crowned),Legendary,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,92,120,140,80,140,128,700,Fighting,Steel,Dauntless Shield,,,9′06″,2.9,1730.6,785,,,,,,3,360,10,Slow,0,Red,None,120,Undiscovered,,
890,Eternatus,Legendary,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,140,85,95,145,95,130,690,Poison,Dragon,Pressure,,,65′07″,20,2094.4,950,3,,,,,,345,255,Slow,0,Purple,None,120,Undiscovered,,
891,Kubfu,Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,60,90,60,53,50,72,385,Fighting,,Inner Focus,,,2′00″,0.6,26.5,12,,1,,,,,77,3,Slow,50,Gray,M (87.5%),120,Undiscovered,,Scroll of Darkness/Scroll of Water
892,Urshifu (Single Strike),Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,100,130,100,63,60,97,550,Fighting,Dark,Unseen Fist,,,6′03″,1.9,231.5,105,,3,,,,,275,3,Slow,50,Gray,M (87.5%),120,Undiscovered,,
892.1,Urshifu (Rapid Strike),Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,100,130,100,63,60,97,550,Fighting,Water,Unseen Fist,,,6′03″,1.9,231.5,105,,3,,,,,275,3,Slow,50,Gray,M (87.5%),120,Undiscovered,,
893,Zarude,Mythical,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,105,120,105,70,95,105,600,Dark,Grass,Leaf Guard ,,,5′11″,1.8,154.3,70,,3,,,,,300,3,Slow,0,Black,None,120,Undiscovered,,
894,Regieleki,Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,80,100,50,100,50,200,580,Electric,,Transistor,,,3′11″,1.2,319.7,145,,,,,,3,290,3,Slow,35,Yellow,None,120,Undiscovered,,
895,Regidrago,Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,201,,,200,100,50,100,50,80,580,Dragon,,Dragon's Maw,,,6′11″,2.1,440.9,200,3,,,,,,290,3,Slow,35,Green,None,120,Undiscovered,,
896,Glastrier,Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,100,145,130,65,110,30,580,Ice,,Chilling Neigh,,,7′03″,2.2,1763.7,800,,3,,,,,290,3,Slow,35,White,None,120,Undiscovered,,
897,Spectrier,Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,100,65,60,145,80,130,580,Ghost,,Grim Neigh,,,6′07″,2,98.1,44.5,,,,3,,,290,3,Slow,35,Black,None,120,Undiscovered,,
898,Calyrex,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,100,80,80,80,80,80,500,Psychic,Grass,Unnerve,,,3′07″,1.1,17,7.7,3,,,,,,250,3,Slow,100,Green,None,120,Undiscovered,,
898.1,Calyrex (Ice Rider),Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,100,165,150,85,130,50,680,Psychic,Ice,As One,,,7′10″,2.4,1783.8,809.1,,3,,,,,340,3,Slow,100,White,None,120,Undiscovered,,
898.2,Calyrex (Shadow Rider),Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,100,85,80,165,100,150,680,Psychic,Ghost,As One,,,7′10″,2.4,118.2,53.6,,,,3,,,340,3,Slow,100,Black,None,120,Undiscovered,,
899,Wyrdeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,103,105,72,105,75,65,525,Normal,Psychic,Intimidate,Frisk,Sap Sipper,5′11″,1.8,209.7,95.1,,1,,,,,,,Slow,,Gray,Neutral,,Field,,
900,Kleavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,70,130,95,45,75,85,500,Bug,Rock,Swarm,Sheer Force,Sharpness,5′11″,1.8,196.2,89,,2,,,,,,,Med Fast,,Brown,Neutral,,Bug,,
901,Ursaluna,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,130,140,105,45,80,50,550,Ground,Normal,Guts,Bulletproof,Unnerve,7′10″,2.4,639.3,290,,3,,,,,,75,Med Fast,,Brown,Neutral,20,Field,,
902,Basculegion (Male),,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,120,112,65,80,75,78,530,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,9′10″,3,242.5,110,2,,,,,,,,Med Fast,,Green,M (100%),,Water 2,,
902.1,Basculegion (Female),,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,120,92,65,100,75,78,530,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,9′10″,3,242.5,110,2,,,,,,,,Med Fast,,Green,F (100%),,Water 2,,
903,Sneasler,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,80,130,60,40,80,120,510,Fighting,Poison,Pressure,Unburden,Poison Touch,4′03″,1.3,94.8,43,,1,,,,1,,135,Med Slow,,Blue,Neutral,20,Field,,
904,Overqwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,85,115,95,65,65,85,510,Dark,Poison,Poison Point,Swift Swim,Intimidate,8′02″,2.5,133.4,60.5,,1,,,,,,135,Med Fast,,Black,Neutral,20,Water 2,,
905,Enamorus (Incarnate),Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,74,115,70,135,80,106,580,Fairy,Flying,Healer,,Contrary,5′03″,1.6,105.8,48,,,,3,,,,,Slow,,Pink,F (100%),120,Undiscovered,,
905.1,Enamorus (Therian),Sub-Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,74,115,110,135,100,46,580,Fairy,Flying,Overcoat,,,5′03″,1.6,105.8,48,,3,,,,,,,Slow,,Pink,F (100%),120,Undiscovered,,
